x, y
-1.413716694115407, 0.15643446502814315
-1.2566370614359172, 0.3090169946539946
-1.0995574287564276, 0.4539904997826449
-0.9424777960769379, 0.5877852522974596
-0.7853981633974483, 0.7071067810719247
-0.6283185307179586, 0.809016994367061
-0.47123889803846897, 0.8910065243369334
-0.3141592653589793, 0.9510565162977324
-0.15707963267948966, 0.9876883405859477
0.0, 1.0
0.15707963267948988, 0.9876883405859477
0.3141592653589793, 0.9510565162977324
0.47123889803846897, 0.8910065243369334
0.6283185307179586, 0.809016994367061
0.7853981633974483, 0.7071067810719247
0.9424777960769379, 0.5877852522974596
1.0995574287564276, 0.4539904997826449
1.2566370614359172, 0.3090169946539946
1.413716694115407, 0.15643446502814315